Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
CMSS,CM Seven Star Acquisition Corporation,9.785,257571455.2,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cmss
CMSSR,CM Seven Star Acquisition Corporation,0.31,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cmssr
CMSSU,CM Seven Star Acquisition Corporation,10.5,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cmssu
CMSSW,CM Seven Star Acquisition Corporation,0.3899,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cmssw
CME,CME Group Inc.,159.78,54407128473,n/a,2002,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme
CCNE,CNB Financial Corporation,30.71,469421973.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ccne
CWAY,"Coastway Bancorp, Inc.",27.2001,119309185.8,n/a,2014,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cway
COBZ,CoBiz Financial Inc.,21.39,906209232,n/a,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/cobz
COKE,Coca-Cola Bottling Co. Consolidated,129.26,1209158146,n/a,1972,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/coke
COCP,"Cocrystal Pharma, Inc.",1.95,47584765.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cocp
CODA,"Coda Octopus Group, Inc.",4,41661664,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/coda
CDXS,"Codexis, Inc.",13.5,718744995,n/a,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs
CODX,"Co-Diagnostics, Inc.",1.72,21201423.48,n/a,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/codx
CVLY,"Codorus Valley Bancorp, Inc",29.64,264541683.1,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cvly
JVA,"Coffee Holding Co., Inc.",4.25,24407299.5,n/a,2005,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/jva
CCOI,"Cogent Communications Holdings, Inc.",49.9,2309965311,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ccoi
CGNX,Cognex Corporation,45.45,7860506689,n/a,1989,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx
CTSH,Cognizant Technology Solutions Corporation,76.04,44551752584,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/ctsh
CWBR,"CohBar, Inc.",6.04,241335127.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cwbr
COHR,"Coherent, Inc.",165.91,4126752264,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/cohr
CHRS,"Coherus BioSciences, Inc.",15.5,948028701,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/chrs
COHU,"Cohu, Inc.",22.73,655532699.9,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/cohu
CLCT,"Collectors Universe, Inc.",15.01,135333807.4,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/clct
COLL,"Collegium Pharmaceutical, Inc.",25.72,849892966,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/coll
CIGI,Colliers International Group Inc. ,76.4,2889292679,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/cigi
CLGN,"CollPlant Holdings, Ltd.",5.7,884583,155190,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/clgn
CBAN,"Colony Bankcorp, Inc.",16.9,142623460.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cban
COLB,"Columbia Banking System, Inc.",42.68,3125836593,n/a,1992,Finance,Major Banks,https://www.nasdaq.com/symbol/colb
CLBK,"Columbia Financial, Inc.",17.24,0,n/a,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/clbk
COLM,Columbia Sportswear Company,85.72,6000857145,n/a,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm
CMCO,Columbus McKinnon Corporation,37.42,861464904.2,n/a,1996,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cmco
CMCSA,Comcast Corporation,32.72,1.50566E+11,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cmcsa
CBSH,"Commerce Bancshares, Inc.",64.59,6885116248,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh
CBSHP,"Commerce Bancshares, Inc.",25.36,2324000645,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbshp
CHUBA,"CommerceHub, Inc.",22.73,992663719,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chuba
CHUBK,"CommerceHub, Inc.",22.74,993100438.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chubk
CVGI,"Commercial Vehicle Group, Inc.",8.6,266613106.4,n/a,2004,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cvgi
COMM,"CommScope Holding Company, Inc.",29.76,5716474658,n/a,2013,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm
JCS,"Communications Systems, Inc.",3.42,31220687.52,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcs
ESXB,Community Bankers Trust Corporation.,9,198757737,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esxb
CFBI,"Community First Bancshares, Inc.",11.2627,84901048.28,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi
CYHHZ,"Community Health Systems, Inc.",0.009,0,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cyhhz
CTBI,"Community Trust Bancorp, Inc.",50.5,895128306.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ctbi
CWBC,Community West Bancshares,11.4652,94199963.49,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cwbc
CVLT,"Commvault Systems, Inc.",68.1,3097347763,n/a,2006,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvlt
CGEN,Compugen Ltd.,3.25,166702477.5,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cgen
CPSI,"Computer Programs and Systems, Inc.",31.9,449343049.1,n/a,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/cpsi
CTG,"Computer Task Group, Incorporated",6.77,96649197,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ctg
CHCI,"Comstock Holding Companies, Inc.",2.23,8010835.69,n/a,2004,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/chci
CMTL,Comtech Telecommunications Corp.,30.96,731278698.5,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmtl
CNAT,Conatus Pharmaceuticals Inc.,3.83,115143201.2,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnat
CNCE,"Concert Pharmaceuticals, Inc.",20.47,478912353.5,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnce
CXRX,Concordia International Corp.,0.2929,15021025.02,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cxrx
CDOR,"Condor Hospitality Trust, Inc.",10,118771070,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor
CFMS,"ConforMIS, Inc.",1.33,81010562.01,n/a,2015,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/cfms
CNFR,"Conifer Holdings, Inc.",5.9,50269935.2,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfr
CNMD,CONMED Corporation,68.85,1930713044,n/a,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd
CTWS,"Connecticut Water Service, Inc.",63.74,770560827.5,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/ctws
CNOB,"ConnectOne Bancorp, Inc.",26.6,856113365.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cnob
CONN,"Conn&#39;s, Inc.",26.3,830152162.3,n/a,2003,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",11.07,788766016.3,n/a,2005,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,12.75,190731189.8,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwco
CNAC,Constellation Alpha Capital Corp.,9.92,183817600,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cnac
CNACR,Constellation Alpha Capital Corp.,0.32,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cnacr
CNACU,Constellation Alpha Capital Corp.,10.5,194565000,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cnacu
CNACW,Constellation Alpha Capital Corp.,0.25,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cnacw
ROAD,"Construction Partners, Inc.",12.38,629121108.1,n/a,2018,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/road
CPSS,"Consumer Portfolio Services, Inc.",3.72,79065404.52,n/a,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss
CFRX,ContraFect Corporation,1.81,133321895.9,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cfrx
CTRV,ContraVir Pharmaceuticals Inc,0.265,22512071.18,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctrv
CTRL,Control4 Corporation,24.28,631507188,n/a,2013,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ctrl
CVON,"ConvergeOne Holdings, Inc.",9.14,650768009.1,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvon
CVONW,"ConvergeOne Holdings, Inc.",1.15,0,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvonw
CPRT,"Copart, Inc.",54.07,12543931963,n/a,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",6.175,352854912.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crbp
CORT,Corcept Therapeutics Incorporated,18.56,2138761841,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort
CORE,"Core-Mark Holding Company, Inc.",18.45,851538809.3,n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/core
CORI,"Corium International, Inc.",8.93,322730628.6,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cori
CSOD,"Cornerstone OnDemand, Inc.",48.2,2780812770,n/a,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod
CORV,Correvio Pharma Corp.,2.375,82267926.63,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/corv
CRVL,CorVel Corp.,52.85,997805093.3,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/crvl
CRVS,"Corvus Pharmaceuticals, Inc.",10.89,317918304,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs
CSGP,"CoStar Group, Inc.",381.45,13881736410,n/a,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,198.96,87307681317,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost
CPAH,CounterPath Corporation,2.47,14661603.84,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah
ICBK,"County Bancorp, Inc.",27.75,185649248.3,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk
COUP,Coupa Software Incorporated,52.26,2959425321,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup
CVTI,"Covenant Transportation Group, Inc.",31.31,573945144.2,n/a,1994,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti
COWN,Cowen Inc.,15.5,457517545.5,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown
COWNZ,Cowen Inc.,25.5999,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz
PMTS,CPI Card Group Inc.,2.68,29841033.52,n/a,2015,Finance,Finance Companies,https://www.nasdaq.com/symbol/pmts
CPSH,CPS Technologies Corp.,1.64,21653635.04,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh
CRAI,"CRA International,Inc.",55.95,452057033,n/a,1998,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",155.86,3741202810,n/a,1981,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",19.25,371714208.3,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,26.8,1089382828,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray
CACC,Credit Acceptance Corporation,352.06,6798221918,n/a,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc
DGLD,Credit Suisse AG,44.93,17028919.3,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld
DSLV,Credit Suisse AG,24.84,14629170.24,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dslv
GLDI,Credit Suisse AG,8.89,120240823.8,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi
SLVO,Credit Suisse AG,7.67,6519500,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/slvo
TVIX,Credit Suisse AG,5.14,473823668,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tvix
TVIZ,Credit Suisse AG,9.46,4804715.08,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tviz
UGLD,Credit Suisse AG,10.38,115380114.8,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld
USLV,Credit Suisse AG,9.845,296506423.2,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv
USOI,Credit Suisse AG,30.1028,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi
VIIX,Credit Suisse AG,14.93,7602251.49,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix
VIIZ,Credit Suisse AG,6.53,750950,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viiz
ZIV,Credit Suisse AG,74.05,130179900,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv
CREE,"Cree, Inc.",44.35,4457583730,n/a,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree
CRESY,Cresud S.A.C.I.F. y A.,17.03,646553401.7,37965555,1997,Finance,Real Estate,https://www.nasdaq.com/symbol/cresy
CRSP,CRISPR Therapeutics AG,64.68,3052044100,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp
CRTO,Criteo S.A.,24.02,1561108441,64992025,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto
CROX,"Crocs, Inc.",16.42,1121149751,n/a,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox
CRON,Cronos Group Inc.,6.23,1097751213,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron
CCRN,"Cross Country Healthcare, Inc.",12.12,441163188.4,n/a,2001,Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn
CRWS,"Crown Crafts, Inc.",5.95,60010295.8,n/a,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws
CYRX,"CryoPort, Inc.",9.44,261296217,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",5.8343,0,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrxw
CSGS,"CSG Systems International, Inc.",40.17,1351850169,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/csgs
CCLP,CSI Compressco LP,6.26,253831199.9,n/a,2011,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cclp
CSPI,CSP Inc.,9.42,37737311.28,n/a,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi
CSWI,"CSW Industrials, Inc.",45.35,724203401.4,n/a,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,63.76,55812542093,n/a,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx
CTIC,CTI BioPharma Corp.,4.9,284085491.9,n/a,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctic
CTIB,CTI Industries Corporation,4.1084,14503584.61,n/a,1997,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",43.09,19915281045,462178720,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp
CUE,"Cue Biopharma, Inc.",14.4,289883030.4,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cue
CUI,"CUI Global, Inc.",2.94,83804858.76,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,6,94265718,n/a,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix
CRIS,"Curis, Inc.",0.5532,91625614.84,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",41.15,561058934.3,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,23.14,2551479850,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,6.94,45014568.06,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,4.05,23298564.6,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,59.02,2099838525,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,16.15,113145866.4,n/a,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",1.42,17036374.74,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",6.1535,2063102.406,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp
CBAY,CymaBay Therapeutics Inc.,12.88,756942131.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbay
CY,Cypress Semiconductor Corporation,15.96,5721534746,n/a,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,2.9,154811048,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,52.14,5167828935,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",9.15,495907545.9,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",24.82,966925373.4,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc,0.29,17870611.71,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,0.0199,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxw
CTSO,Cytosorbents Corporation,10.55,316834181.8,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,1.35,37850626.35,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cytr
DJCO,Daily Journal Corp. (S.C.),228.2,315086237.2,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",9.87,438960373.7,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dakt
DARE,"Dare Bioscience, Inc.",1.21,13820814.81,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dare
DRIO,DarioHealth Corp.,1.8,29664295.2,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,0.3,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/driow
DZSI,"DASAN Zhone Solutions, Inc.",9.66,158825382.7,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/dzsi
DSKE,"Daseke, Inc.",9.44,539679211.5,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dske
DSKEW,"Daseke, Inc.",1.06,0,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dskew
DAIO,Data I/O Corporation,7.07,58645833.82,n/a,1981,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/daio
DWCH,Datawatch Corporation,9.15,116474156.4,n/a,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dwch
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",38.05,1510817333,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play
